id,sex,edad,origen,timerun,categoria,nacionalidad
1028,Hombre,37,Cali,3899,2. Abierta,COL
1029,Mujer,31,Jamundi,3900,2. Abierta,COL
1030,Mujer,28,Cali,3900,2. Abierta,COL
1031,Hombre,58,Cali,3902,4. Veteranos B,COL
1032,Mujer,35,Cali,3903,2. Abierta,COL
1033,Hombre,32,Cali,3903,2. Abierta,COL
1034,Hombre,29,Cali,3904,2. Abierta,COL
1035,Mujer,35,Jamundi,3906,2. Abierta,COL
1036,Hombre,25,Cali,3907,2. Abierta,COL
1037,Hombre,59,Cali,3908,4. Veteranos B,COL
1038,Mujer,40,Cali,3909,3. Veteranos A,COL
1039,Hombre,42,Cali,3910,3. Veteranos A,COL
1040,Hombre,51,Cali,3911,4. Veteranos B,COL
1041,Hombre,29,Florida,3913,2. Abierta,COL
1042,Mujer,39,Cali,3914,2. Abierta,COL
1043,Mujer,43,Popayan,3915,3. Veteranos A,COL
1044,Hombre,22,Florida Va,3916,2. Abierta,COL
1045,Mujer,34,Cali,3917,2. Abierta,COL
1046,Mujer,40,Cali,3918,3. Veteranos A,COL
1047,Mujer,54,Cali,3919,4. Veteranos B,COL
1048,Hombre,45,Cali,3920,3. Veteranos A,COL
1049,Mujer,34,Cali,3920,2. Abierta,COL
1050,Hombre,27,Cali,3920,2. Abierta,COL
1051,Hombre,22,Cali,3921,2. Abierta,COL
1052,Mujer,34,Cali,3921,2. Abierta,0
1053,Mujer,24,Cali,3922,2. Abierta,COL
1054,Hombre,51,Cali,3922,4. Veteranos B,COL
1055,Mujer,54,Cali,3924,4. Veteranos B,COL
1056,Hombre,38,Armenia,3924,2. Abierta,COL
1057,Hombre,43,Cali,3926,3. Veteranos A,COL
1058,Mujer,38,Cali,3928,2. Abierta,COL
1059,Mujer,32,Cali,3929,2. Abierta,COL
1060,Mujer,33,Cali,3930,2. Abierta,COL
1061,Mujer,25,Cali,3932,2. Abierta,COL
1062,Mujer,43,Cali,3933,3. Veteranos A,COL
1063,Mujer,24,Cali,3939,2. Abierta,COL
1064,Mujer,47,Cali,3940,3. Veteranos A,COL
1065,Hombre,27,Cali,3943,2. Abierta,COL
1066,Hombre,37,Cali,3943,2. Abierta,COL
1067,Hombre,40,Pasto,3943,3. Veteranos A,COL
1068,Hombre,53,Candelaria,3944,4. Veteranos B,COL
1069,Mujer,22,Cali,3946,2. Abierta,COL
1070,Mujer,62,Cali,3947,5. Veteranos C,COL
1071,Mujer,52,Cali,3947,4. Veteranos B,COL
1072,Hombre,58,Cali,3947,4. Veteranos B,COL
1073,Mujer,32,Cali,3948,2. Abierta,COL
1074,Hombre,37,Cali,3949,2. Abierta,COL
1075,Mujer,43,Cali,3950,3. Veteranos A,COL
1076,Mujer,58,Cali,3952,4. Veteranos B,0
1077,Mujer,29,Cali,3954,2. Abierta,COL
1078,Hombre,31,Cali,3954,2. Abierta,COL
1079,Mujer,27,Cali,3954,2. Abierta,COL
1080,Hombre,30,Cali,3955,2. Abierta,COL
1081,Hombre,40,Pasto,3955,3. Veteranos A,COL
1082,Mujer,29,Cali,3956,2. Abierta,COL
1083,Mujer,31,Cali,3957,2. Abierta,COL
1084,Hombre,52,Cali,3958,4. Veteranos B,COL
1085,Mujer,23,Cali,3960,2. Abierta,COL
1086,Mujer,23,Cali,3960,2. Abierta,COL
1087,Hombre,50,Cali,3960,4. Veteranos B,COL
1088,Hombre,44,Cali,3962,3. Veteranos A,COL
1089,Hombre,26,Cali,3963,2. Abierta,COL
1090,Mujer,31,Cali,3964,2. Abierta,COL
1091,Hombre,41,Cali,3965,3. Veteranos A,COL
1092,Mujer,30,Cali,3965,2. Abierta,COL
1093,Hombre,55,Cali,3966,4. Veteranos B,COL
1094,Hombre,47,Cali,3967,3. Veteranos A,COL
1095,Mujer,38,Cali,3967,2. Abierta,COL
1096,Hombre,37,Cali,3968,2. Abierta,COL
1097,Hombre,47,Cali,3969,3. Veteranos A,COL
1098,Hombre,44,Cali,3970,3. Veteranos A,COL
1099,Mujer,27,Cali,3971,2. Abierta,COL
1100,Hombre,34,Cali,3971,2. Abierta,COL
1101,Hombre,27,Cali,3971,2. Abierta,COL
1102,Hombre,27,Cali,3974,2. Abierta,COL
1103,Hombre,40,Cali,3975,3. Veteranos A,COL
1104,Hombre,34,Cali,3975,2. Abierta,COL
1105,Mujer,50,Cali,3977,4. Veteranos B,COL
1106,Mujer,28,Puerto Tejada,3977,2. Abierta,COL
1107,Hombre,36,Cali,3977,2. Abierta,COL
1108,Mujer,31,Cali,3978,2. Abierta,COL
1109,Mujer,26,Cali,3978,2. Abierta,COL
1110,Mujer,42,Cali,3978,3. Veteranos A,COL
1111,Hombre,63,Cali,3979,5. Veteranos C,COL
1112,Mujer,54,Cali,3979,4. Veteranos B,COL
1113,Hombre,32,Cali,3980,2. Abierta,COL
1114,Mujer,49,Cali,3981,3. Veteranos A,COL
1115,Hombre,32,Cali,3983,2. Abierta,COL
1116,Mujer,35,Cali,3984,2. Abierta,COL
1117,Hombre,29,Cali,3984,2. Abierta,COL
1118,Hombre,25,Cali,3985,2. Abierta,COL
1119,Mujer,67,Jamundi,3986,5. Veteranos C,COL
1120,Mujer,50,Cali,3986,4. Veteranos B,COL
1121,Hombre,42,Cali,3987,3. Veteranos A,COL
1122,Mujer,49,Cali,3988,3. Veteranos A,COL
1123,Hombre,37,Cali,3988,2. Abierta,COL
1124,Mujer,29,Cali,3989,2. Abierta,COL
1125,Hombre,53,Cali,3989,4. Veteranos B,COL
1126,Mujer,28,Cali,3992,2. Abierta,COL
1127,Hombre,27,Cali,3993,2. Abierta,COL
1128,Hombre,42,Cali,3994,3. Veteranos A,COL
1129,Mujer,38,Cali,3994,2. Abierta,COL
1130,Mujer,31,Cali,3995,2. Abierta,COL
1131,Mujer,44,Jamundi,3995,3. Veteranos A,COL
1132,Hombre,38,Cali,3999,2. Abierta,COL
1133,Mujer,34,Cali,4000,2. Abierta,COL
1134,Hombre,43,Cali,4003,3. Veteranos A,COL
1135,Hombre,43,Cali,4004,3. Veteranos A,COL
1136,Mujer,24,Cali,4005,2. Abierta,COL
1137,Mujer,37,Cali,4005,2. Abierta,COL
1138,Hombre,38,Palmira,4005,2. Abierta,COL
1139,Mujer,25,Cali,4007,2. Abierta,COL
1140,Mujer,44,Florida Va,4007,3. Veteranos A,COL
1141,Mujer,37,Bogotá,4008,2. Abierta,COL
1142,Mujer,57,Cali,4012,4. Veteranos B,COL
1143,Mujer,29,Cali,4013,2. Abierta,COL
1144,Hombre,33,Cali,4013,2. Abierta,COL
1145,Hombre,45,Cali,4015,3. Veteranos A,COL
1146,Hombre,25,Cali,4017,2. Abierta,COL
1147,Hombre,19,Popayan,4019,2. Abierta,COL
1148,Mujer,19,Popayan,4020,2. Abierta,COL
1149,Mujer,31,Cali,4020,2. Abierta,COL
1150,Mujer,28,Jamundi,4020,2. Abierta,COL
1151,Mujer,37,Cali,4020,2. Abierta,COL
1152,Mujer,35,Cali,4020,2. Abierta,COL
1153,Hombre,29,Cali,4024,2. Abierta,COL
1154,Hombre,28,Cali,4027,2. Abierta,COL
1155,Hombre,37,Cali,4028,2. Abierta,COL
1156,Mujer,51,Cali,4028,4. Veteranos B,COL
1157,Hombre,54,Cali,4028,4. Veteranos B,COL
1158,Hombre,41,Cali,4031,3. Veteranos A,COL
1159,Hombre,34,Cali,4031,2. Abierta,COL
1160,Hombre,28,Cali,4035,2. Abierta,COL
1161,Hombre,33,Cali,4035,2. Abierta,COL
1162,Hombre,36,Cali,4037,2. Abierta,COL
1163,Hombre,31,Cali,4037,2. Abierta,COL
1164,Hombre,29,Cali,4038,2. Abierta,COL
1165,Mujer,26,Cali,4039,2. Abierta,COL
1166,Hombre,31,Tulua,4040,2. Abierta,COL
1167,Hombre,53,Cali,4040,4. Veteranos B,COL
1168,Mujer,38,Cali,4041,2. Abierta,COL
1169,Hombre,31,Cali,4042,2. Abierta,COL
1170,Hombre,59,Cali,4046,4. Veteranos B,COL
1171,Mujer,32,Cali,4050,2. Abierta,COL
1172,Mujer,44,Cali,4050,3. Veteranos A,COL
1173,Hombre,44,Cali,4051,3. Veteranos A,COL
1174,Hombre,34,Cali,4052,2. Abierta,COL
1175,Hombre,53,Cali,4054,4. Veteranos B,COL
1176,Mujer,27,Cali,4054,2. Abierta,COL
1177,Mujer,52,Cali,4054,4. Veteranos B,COL
1178,Hombre,62,Cali,4057,5. Veteranos C,COL
1179,Mujer,30,Cali,4057,2. Abierta,COL
1180,Hombre,26,Cali,4061,2. Abierta,COL
1181,Hombre,31,Cali,4061,2. Abierta,COL
1182,Hombre,36,Cali,4062,2. Abierta,COL
1183,Hombre,48,Cali,4062,3. Veteranos A,COL
1184,Mujer,38,Cali,4063,2. Abierta,COL
1185,Hombre,40,Cali,4064,3. Veteranos A,COL
1186,Hombre,36,Cali,4066,2. Abierta,COL
1187,Hombre,33,Popayan,4067,2. Abierta,COL
1188,Hombre,29,Cali,4068,2. Abierta,COL
1189,Mujer,30,Cali,4070,2. Abierta,COL
1190,Hombre,33,Cali,4071,2. Abierta,COL
1191,Hombre,26,Candelaria,4072,2. Abierta,COL
1192,Hombre,35,Cali,4072,2. Abierta,COL
1193,Mujer,27,Cali,4072,2. Abierta,COL
1194,Hombre,22,Cali,4074,2. Abierta,COL
1195,Hombre,26,Cali,4076,2. Abierta,COL
1196,Mujer,26,Buga,4082,2. Abierta,COL
1197,Mujer,32,Cali,4082,2. Abierta,COL
1198,Hombre,51,Cali,4085,4. Veteranos B,COL
1199,Mujer,29,Cali,4087,2. Abierta,COL
1200,Hombre,33,Cali,4087,2. Abierta,COL
1201,Hombre,29,Cali,4088,2. Abierta,COL
1202,Hombre,22,Cali,4088,2. Abierta,COL
1203,Mujer,50,Cali,4090,4. Veteranos B,COL
1204,Hombre,30,Cali,4091,2. Abierta,COL
1205,Mujer,37,Buenaventura,4093,2. Abierta,COL
1206,Hombre,54,Cali,4093,4. Veteranos B,COL
1207,Mujer,31,Cali,4094,2. Abierta,COL
1208,Hombre,27,Cali,4094,2. Abierta,COL
1209,Mujer,31,Cali,4095,2. Abierta,COL
1210,Mujer,22,Cali,4095,2. Abierta,COL
1211,Mujer,43,Buenaventura,4095,3. Veteranos A,COL
1212,Hombre,35,Cali,4099,2. Abierta,COL
1213,Mujer,28,Cali,4100,2. Abierta,COL
1214,Mujer,31,Cali,4101,2. Abierta,COL
1215,Mujer,42,Ginebra,4101,3. Veteranos A,COL
1216,Hombre,31,Jamundi,4102,2. Abierta,COL
1217,Hombre,71,Jamundi,4102,5. Veteranos C,COL
1218,Hombre,28,Cali,4104,2. Abierta,COL
1219,Hombre,28,Cali,4105,2. Abierta,COL
1220,Mujer,39,Cali,4105,2. Abierta,COL
1221,Hombre,31,Cali,4106,2. Abierta,COL
1222,Mujer,37,Palmira,4107,2. Abierta,COL
1223,Hombre,34,Jamundí,4108,2. Abierta,COL
1224,Hombre,53,Cali,4108,4. Veteranos B,COL
1225,Mujer,43,Cali,4108,3. Veteranos A,COL
1226,Hombre,32,Cali,4109,2. Abierta,COL
1227,Hombre,47,Cali,4110,3. Veteranos A,COL
1228,Mujer,27,Cali,4110,2. Abierta,COL
1229,Mujer,35,Cali,4110,2. Abierta,COL
1230,Mujer,40,Cali,4110,3. Veteranos A,COL
1231,Mujer,32,Cali,4112,2. Abierta,COL
1232,Hombre,28,Cali,4115,2. Abierta,COL
1233,Hombre,40,Cali,4115,3. Veteranos A,COL
1234,Mujer,25,Cali,4119,2. Abierta,COL
1235,Mujer,24,Cali,4119,2. Abierta,COL
1236,Hombre,30,Cali,4120,2. Abierta,COL
1237,Mujer,58,Cali,4125,4. Veteranos B,COL
1238,Mujer,56,Cali,4127,4. Veteranos B,COL
1239,Hombre,32,San Andres,4128,2. Abierta,COL
1240,Hombre,30,Cali,4129,2. Abierta,COL
1241,Hombre,22,Cali,4130,2. Abierta,COL
1242,Hombre,37,Cali,4130,2. Abierta,COL
1243,Hombre,37,Cali,4131,2. Abierta,COL
1244,Hombre,52,Popayan,4131,4. Veteranos B,COL
1245,Hombre,31,Cali,4132,2. Abierta,COL
1246,Mujer,30,Cali,4133,2. Abierta,COL
1247,Hombre,50,Cali,4134,4. Veteranos B,COL
1248,Mujer,30,Cali,4134,2. Abierta,COL
1249,Hombre,33,Cali,4134,2. Abierta,COL
1250,Hombre,25,Cali,4135,2. Abierta,COL
1251,Hombre,59,Cali,4137,4. Veteranos B,COL
1252,Mujer,41,Cali,4139,3. Veteranos A,COL
1253,Hombre,42,Bogota,4139,3. Veteranos A,COL
1254,Hombre,31,Cali,4139,2. Abierta,COL
1255,Mujer,30,Cali,4140,2. Abierta,COL
1256,Hombre,66,Cali,4141,5. Veteranos C,COL
1257,Hombre,38,Cali,4141,2. Abierta,COL
1258,Hombre,39,Popayán,4142,2. Abierta,COL
1259,Hombre,33,Cali,4143,2. Abierta,COL
1260,Hombre,40,Cali,4145,3. Veteranos A,COL
1261,Hombre,37,Cali,4147,2. Abierta,COL
1262,Hombre,35,Cali,4150,2. Abierta,COL
1263,Hombre,49,Cali,4151,3. Veteranos A,COL
1264,Hombre,31,Tumaco,4155,2. Abierta,COL
1265,Hombre,28,Cali,4156,2. Abierta,COL
1266,Hombre,37,Cali,4157,2. Abierta,COL
1267,Hombre,33,Cali,4158,2. Abierta,COL
1268,Hombre,34,Cali,4159,2. Abierta,COL
1269,Hombre,28,Cali,4160,2. Abierta,COL
1270,Mujer,30,Cali,4160,2. Abierta,COL
1271,Hombre,40,Cali,4160,3. Veteranos A,COL
1272,Mujer,32,Cali,4162,2. Abierta,COL
1273,Hombre,63,Cali,4162,5. Veteranos C,COL
1274,Hombre,31,Cali,4167,2. Abierta,COL
1275,Hombre,45,Candelaria,4168,3. Veteranos A,COL
1276,Hombre,27,Cali,4171,2. Abierta,COL
1277,Hombre,28,Cali,4173,2. Abierta,COL
1278,Mujer,22,Cali,4175,2. Abierta,COL
1279,Hombre,36,Cali,4179,2. Abierta,COL
1280,Mujer,27,Cali,4180,2. Abierta,COL
1281,Hombre,67,Cali,4181,5. Veteranos C,COL
1282,Hombre,46,Cali,4184,3. Veteranos A,COL
1283,Mujer,42,Cali,4185,3. Veteranos A,COL
1284,Hombre,39,Cali,4186,2. Abierta,COL
1285,Mujer,31,Cali,4192,2. Abierta,COL
1286,Hombre,27,Cali,4192,2. Abierta,COL
1287,Hombre,30,Cali,4192,2. Abierta,COL
1288,Mujer,41,Candelaria,4192,3. Veteranos A,COL
1289,Mujer,38,Cali,4192,2. Abierta,COL
1290,Hombre,32,Cali,4192,2. Abierta,COL
1291,Hombre,64,Cali,4193,5. Veteranos C,COL
1292,Hombre,42,Cali,4195,3. Veteranos A,COL
1293,Mujer,49,Cali,4197,3. Veteranos A,COL
1294,Mujer,37,Cali,4201,2. Abierta,COL
1295,Hombre,50,Cali,4205,4. Veteranos B,COL
1296,Mujer,33,Bogota,4205,2. Abierta,COL
1297,Mujer,47,Cali,4205,3. Veteranos A,COL
1298,Mujer,33,Cali,4206,2. Abierta,COL
1299,Mujer,37,Cali,4206,2. Abierta,COL
1300,Hombre,38,Yumbo,4206,2. Abierta,COL
1301,Hombre,61,Cali,4206,5. Veteranos C,COL
1302,Mujer,27,Cali,4207,2. Abierta,COL
1303,Mujer,38,Cali,4207,2. Abierta,COL
1304,Mujer,40,Bogota,4210,3. Veteranos A,COL
1305,Hombre,44,Jamundi,4210,3. Veteranos A,COL
1306,Mujer,40,Cali,4210,3. Veteranos A,COL
1307,Mujer,32,Candelaria,4211,2. Abierta,COL
1308,Hombre,59,Cali,4212,4. Veteranos B,COL
1309,Hombre,28,Cali,4213,2. Abierta,COL
1310,Mujer,56,Cali,4214,4. Veteranos B,COL
1311,Hombre,64,Cali,4215,5. Veteranos C,COL
1312,Hombre,31,Cali,4216,2. Abierta,COL
1313,Mujer,31,Cali,4217,2. Abierta,COL
1314,Mujer,62,Cali,4217,5. Veteranos C,COL
1315,Hombre,31,Cali,4217,2. Abierta,COL
1316,Mujer,56,Cali,4218,4. Veteranos B,COL
1317,Hombre,34,Cali,4226,2. Abierta,COL
1318,Mujer,36,Cali,4227,2. Abierta,COL
1319,Mujer,29,Cali,4229,2. Abierta,COL
1320,Hombre,30,Cali,4229,2. Abierta,COL
1321,Mujer,27,Cali,4231,2. Abierta,COL
1322,Hombre,63,Cali,4231,5. Veteranos C,COL
1323,Mujer,53,Cali,4231,4. Veteranos B,COL
1324,Mujer,36,Palmira,4232,2. Abierta,COL
1325,Mujer,26,Cali,4232,2. Abierta,COL
1326,Hombre,58,Cali,4234,4. Veteranos B,COL
1327,Mujer,28,Cali,4234,2. Abierta,COL
1328,Mujer,22,Cali,4235,2. Abierta,COL
1329,Hombre,44,Pasto,4235,3. Veteranos A,COL
1330,Hombre,25,Cali,4236,2. Abierta,COL
1331,Hombre,57,Cali,4237,4. Veteranos B,COL
1332,Hombre,61,Cali,4238,5. Veteranos C,COL
1333,Mujer,57,Cali,4239,4. Veteranos B,COL
1334,Hombre,54,Cali,4241,4. Veteranos B,COL
1335,Mujer,30,Cali,4242,2. Abierta,COL
1336,Hombre,39,Cali,4242,2. Abierta,COL
1337,Hombre,26,Candelaria,4242,2. Abierta,COL
1338,Hombre,29,Cali,4242,2. Abierta,COL
1339,Hombre,19,Cali,4243,2. Abierta,COL
1340,Hombre,24,Cali,4244,2. Abierta,COL
1341,Hombre,47,Cali,4249,3. Veteranos A,COL
1342,Mujer,56,Cali,4249,4. Veteranos B,COL
1343,Mujer,46,Cali,4250,3. Veteranos A,COL
1344,Hombre,38,Cali,4252,2. Abierta,COL
1345,Hombre,25,Santander De Quilichao,4252,2. Abierta,COL
1346,Mujer,29,Cali,4253,2. Abierta,COL
1347,Mujer,43,Cali,4254,3. Veteranos A,COL
1348,Hombre,42,Cali,4254,3. Veteranos A,COL
1349,Hombre,29,Cali,4255,2. Abierta,COL
1350,Mujer,33,Cali,4257,2. Abierta,COL
1351,Hombre,45,Cali,4258,3. Veteranos A,COL
1352,Hombre,36,Cali,4258,2. Abierta,COL
1353,Mujer,37,Cali,4260,2. Abierta,COL
1354,Hombre,23,Cali,4260,2. Abierta,COL
1355,Hombre,51,Cali,4263,4. Veteranos B,COL
1356,Hombre,28,Cali,4263,2. Abierta,COL
1357,Hombre,31,Cali,4264,2. Abierta,COL
1358,Mujer,39,Cali,4266,2. Abierta,COL
1359,Hombre,42,Cali,4266,3. Veteranos A,COL
1360,Mujer,36,Cali,4267,2. Abierta,COL
1361,Mujer,49,Cali,4267,3. Veteranos A,COL
1362,Hombre,31,Cali,4269,2. Abierta,COL
1363,Hombre,49,Cali,4270,3. Veteranos A,COL
1364,Hombre,33,Cali,4271,2. Abierta,COL
1365,Mujer,36,Cali,4271,2. Abierta,COL
1366,Mujer,31,Cali,4271,2. Abierta,COL
1367,Mujer,31,Palmira,4273,2. Abierta,COL
1368,Mujer,31,Cali,4276,2. Abierta,COL
1369,Mujer,32,Cali,4280,2. Abierta,COL
1370,Mujer,41,Cali,4280,3. Veteranos A,COL
1371,Mujer,34,Cali,4282,2. Abierta,COL
1372,Hombre,31,Cali,4287,2. Abierta,COL
1373,Mujer,34,Cali,4289,2. Abierta,COL
1374,Mujer,46,Cali,4290,3. Veteranos A,COL
1375,Hombre,24,Cali,4290,2. Abierta,COL
1376,Hombre,64,Cali,4290,5. Veteranos C,COL
1377,Hombre,30,Cali,4290,2. Abierta,COL
1378,Hombre,42,Cali,4291,3. Veteranos A,COL
1379,Mujer,34,Cali,4292,2. Abierta,COL
1380,Hombre,23,Cali,4292,2. Abierta,COL
1381,Mujer,40,Cali,4295,3. Veteranos A,COL
1382,Hombre,31,Santander De Quilichao,4296,2. Abierta,COL
1383,Mujer,27,Cali,4299,2. Abierta,COL
1384,Mujer,41,Cali,4302,3. Veteranos A,COL
1385,Mujer,32,Cali,4303,2. Abierta,COL
1386,Mujer,31,Cali,4303,2. Abierta,COL
1387,Mujer,38,Cali,4309,2. Abierta,COL
1388,Hombre,27,Cali,4310,2. Abierta,COL
1389,Mujer,33,Cali,4310,2. Abierta,COL
1390,Hombre,76,Cali,4311,5. Veteranos C,COL
1391,Hombre,30,Cali,4311,2. Abierta,COL
1392,Mujer,28,Cali,4312,2. Abierta,COL
1393,Hombre,42,Cali,4313,3. Veteranos A,COL
1394,Hombre,29,Cali,4314,2. Abierta,COL
1395,Hombre,33,Popayán,4318,2. Abierta,COL
1396,Hombre,53,Cali,4322,4. Veteranos B,COL
1397,Hombre,44,Cali,4323,3. Veteranos A,COL
1398,Mujer,34,Cali,4323,2. Abierta,COL
1399,Mujer,31,Jamundi,4324,2. Abierta,COL
1400,Hombre,40,Jamundi,4325,3. Veteranos A,COL
1401,Hombre,48,Cali,4325,3. Veteranos A,COL
1402,Mujer,39,Cali,4328,2. Abierta,COL
1403,Mujer,31,Cali,4331,2. Abierta,COL
1404,Mujer,30,Cali,4338,2. Abierta,COL
1405,Mujer,28,Cali,4340,2. Abierta,COL
1406,Hombre,40,Palmira,4344,3. Veteranos A,COL
1407,Mujer,36,Cali,4346,2. Abierta,COL
1408,Mujer,31,Cali,4350,2. Abierta,COL
1409,Hombre,34,Cali,4351,2. Abierta,COL
1410,Hombre,54,Cali,4351,4. Veteranos B,COL
1411,Mujer,40,Palmira,4351,3. Veteranos A,COL
1412,Mujer,55,Ginebra,4354,4. Veteranos B,COL
1413,Hombre,46,Cali,4356,3. Veteranos A,COL
1414,Mujer,29,Cali,4357,2. Abierta,COL
1415,Mujer,40,Cali,4357,3. Veteranos A,COL
1416,Hombre,29,Cali,4358,2. Abierta,COL
1417,Hombre,36,Cali,4361,2. Abierta,COL
1418,Mujer,27,Cali,4361,2. Abierta,COL
1419,Hombre,33,Cali,4362,2. Abierta,COL
1420,Hombre,26,Cali,4362,2. Abierta,COL
1421,Hombre,30,Cali,4363,2. Abierta,COL
1422,Mujer,32,Cali,4363,2. Abierta,COL
1423,Mujer,44,Candelaria,4364,3. Veteranos A,COL
1424,Mujer,47,Cali,4364,3. Veteranos A,COL
1425,Hombre,16,Cali,4366,1. Juvenil,COL
1426,Mujer,34,Cali,4369,2. Abierta,COL
1427,Hombre,32,Cali,4369,2. Abierta,COL
1428,Mujer,41,Cali,4372,3. Veteranos A,COL
1429,Mujer,24,Cali,4374,2. Abierta,COL
1430,Mujer,49,Cali,4375,3. Veteranos A,COL
1431,Mujer,40,Cali,4376,3. Veteranos A,COL
1432,Hombre,49,Jamundi,4378,3. Veteranos A,COL
1433,Hombre,58,Cali,4380,4. Veteranos B,COL
1434,Mujer,32,Cali,4384,2. Abierta,COL
1435,Mujer,39,Cali,4385,2. Abierta,COL
1436,Mujer,33,Cali,4387,2. Abierta,COL
1437,Hombre,31,Cali,4389,2. Abierta,COL
1438,Mujer,21,Cali,4394,2. Abierta,COL
1439,Mujer,51,Cali,4395,4. Veteranos B,0
1440,Hombre,31,Cali,4395,2. Abierta,COL
1441,Hombre,35,Cali,4395,2. Abierta,COL
1442,Mujer,31,Cali,4396,2. Abierta,COL
1443,Mujer,32,Cali,4397,2. Abierta,COL
1444,Mujer,34,Cali,4397,2. Abierta,COL
1445,Mujer,40,Cali,4398,3. Veteranos A,COL
1446,Mujer,48,Cali,4399,3. Veteranos A,COL
1447,Mujer,22,Cali,4400,2. Abierta,COL
1448,Mujer,33,Cali,4400,2. Abierta,COL
1449,Hombre,47,Palmira,4401,3. Veteranos A,COL
1450,Mujer,47,Cali,4403,3. Veteranos A,COL
1451,Mujer,28,Cali,4408,2. Abierta,COL
1452,Mujer,27,Cali,4409,2. Abierta,COL
1453,Hombre,61,Jamundi,4413,5. Veteranos C,COL
1454,Hombre,41,Cali,4413,3. Veteranos A,COL
1455,Mujer,33,Cali,4422,2. Abierta,COL
1456,Hombre,22,Jamundi,4423,2. Abierta,COL
1457,Mujer,25,Ginebra,4423,2. Abierta,COL
1458,Hombre,23,Cali,4425,2. Abierta,COL
1459,Mujer,37,Cali,4427,2. Abierta,COL
1460,Mujer,28,Cali,4432,2. Abierta,COL
1461,Hombre,29,Bogota,4433,2. Abierta,COL
1462,Mujer,41,Puerto La,4434,3. Veteranos A,VEN
1463,Mujer,63,Cali,4435,5. Veteranos C,COL
1464,Mujer,38,Cali,4436,2. Abierta,COL
1465,Mujer,29,Cali,4437,2. Abierta,COL
1466,Hombre,65,Cali,4438,5. Veteranos C,COL
1467,Hombre,35,Cali,4439,2. Abierta,COL
1468,Mujer,26,Cali,4441,2. Abierta,COL
1469,Mujer,34,Cali,4445,2. Abierta,COL
1470,Mujer,40,Cali,4448,3. Veteranos A,COL
1471,Hombre,23,Cali,4450,2. Abierta,COL
1472,Mujer,27,Cali,4450,2. Abierta,COL
1473,Mujer,35,Cali,4451,2. Abierta,COL
1474,Hombre,36,Cali,4451,2. Abierta,COL
1475,Hombre,33,Cali,4454,2. Abierta,COL
1476,Mujer,24,Cali,4457,2. Abierta,COL
1477,Hombre,51,Cali,4458,4. Veteranos B,COL
1478,Hombre,31,Cali,4458,2. Abierta,COL
1479,Mujer,51,Cali,4463,4. Veteranos B,COL
1480,Hombre,42,Cali,4465,3. Veteranos A,COL
1481,Mujer,34,Cali,4469,2. Abierta,COL
1482,Hombre,27,Cali,4471,2. Abierta,COL
1483,Hombre,18,Cali,4473,2. Abierta,COL
1484,Mujer,43,Cali,4476,3. Veteranos A,COL
1485,Mujer,29,Cali,4477,2. Abierta,COL
1486,Hombre,42,Cali,4477,3. Veteranos A,COL
1487,Mujer,57,Cali,4477,4. Veteranos B,COL
1488,Mujer,43,Cali,4481,3. Veteranos A,COL
1489,Hombre,38,Ginebra,4486,2. Abierta,COL
1490,Mujer,38,Cali,4487,2. Abierta,COL
1491,Mujer,32,Cali,4487,2. Abierta,COL
1492,Mujer,38,Cali,4491,2. Abierta,COL
1493,Mujer,33,Cali,4500,2. Abierta,COL
1494,Hombre,46,Cali,4500,3. Veteranos A,COL
1495,Hombre,49,Cali,4501,3. Veteranos A,COL
1496,Hombre,25,Cali,4506,2. Abierta,COL
1497,Mujer,28,Cali,4508,2. Abierta,COL
1498,Hombre,47,Cali,4511,3. Veteranos A,COL
1499,Mujer,27,Cali,4516,2. Abierta,COL
1500,Hombre,29,Cali,4516,2. Abierta,COL
1501,Mujer,33,Cali,4517,2. Abierta,COL
1502,Hombre,25,Cali,4519,2. Abierta,COL
1503,Hombre,42,Cali,4520,3. Veteranos A,COL
1504,Mujer,46,Cali,4520,3. Veteranos A,COL
1505,Hombre,30,Cali,4525,2. Abierta,COL
1506,Mujer,36,Cali,4527,2. Abierta,COL
1507,Mujer,34,Cali,4527,2. Abierta,COL
1508,Mujer,26,Cali,4528,2. Abierta,COL
1509,Hombre,25,Cali,4528,2. Abierta,COL
1510,Mujer,28,Cali,4531,2. Abierta,COL
1511,Mujer,26,Cali,4534,2. Abierta,COL
1512,Hombre,16,Cali,4535,1. Juvenil,COL
1513,Mujer,32,Cali,4536,2. Abierta,COL
1514,Hombre,25,Cali,4540,2. Abierta,COL
1515,Hombre,48,Cali,4541,3. Veteranos A,COL
1516,Hombre,45,Cali,4549,3. Veteranos A,COL
1517,Mujer,59,Cali,4550,4. Veteranos B,COL
1518,Mujer,43,Cali,4554,3. Veteranos A,COL
1519,Mujer,42,Cali,4555,3. Veteranos A,COL
1520,Mujer,30,Cali,4555,2. Abierta,COL
1521,Mujer,26,Cali,4556,2. Abierta,COL
1522,Mujer,30,Cali,4556,2. Abierta,COL
1523,Mujer,36,Palmira,4556,2. Abierta,COL
1524,Mujer,42,Cali,4557,3. Veteranos A,COL
1525,Hombre,62,Cali,4557,5. Veteranos C,COL
1526,Hombre,35,Palmira,4558,2. Abierta,COL
1527,Hombre,72,Villagorgo,4565,5. Veteranos C,COL
